ACC_KEY,ACCTP_KEY,PROD_KEY,ORG_KEY,PT_UNIFIED_KEY,ACCH_OPEN_DATE,ACCH_CLOSE_DATE
332754,12201,51757,8588,67508684,1975-09-04,3000-01-01
